Lemma,CEFR,POS,Frq abs,Frq ipm
прибегать,B1,v,3093,19.53
беременный,B1,adj,3083,19.46
пожаловаться,B1,v,3081,19.45
аромат,B1,n,3078,19.43
подбородок,B1,n,3078,19.43
разочарование,B1,n,3069,19.38
гражданство,B1,n,3065,19.35
прочный,B1,adj,3062,19.33
ура,B1,excl,3052,19.27
товарный,B1,adj,3047,19.24
провожать,B1,v,3043,19.21
регулярный,B1,adj,3042,19.20
украшение,B1,n,3033,19.15
уменьшение,B1,n,3031,19.14
сериал,B1,n,3024,19.09
сновидение,B1,n,3023,19.08
проживание,B1,n,3019,19.06
одевать,B1,v,3016,19.04
симптом,B1,n,3015,19.03
поворачиваться,B1,v,3014,19.03
увлечение,B1,n,3003,18.96
терроризм,B1,n,2998,18.93
комедия,B1,n,2971,18.76
выполняться,B1,v,2954,18.65
героиня,B1,n,2953,18.64
кончать,B1,v,2944,18.59
изменяться,B1,v,2941,18.57
махать,B1,v,2924,18.46
звуковой,B1,adj,2922,18.45
прелесть,B1,n,2918,18.42
ислам,B1,n prop,2906,18.35
долгосрочный,B1,adj,2897,18.29
родные,B1,adj,2896,18.28
мусульманин,B1,n,2888,18.23
порция,B1,n,2881,18.19
осторожный,B1,adj,2872,18.13
вечеринка,B1,n,2870,18.12
плакат,B1,n,2870,18.12
быть может,B1,mwe,2867,18.10
блестеть,B1,v,2866,18.09
бык,B1,n,2866,18.09
удобство,B1,n,2848,17.98
кивать,B1,v,2847,17.97
приготовление,B1,n,2845,17.96
повторение,B1,n,2843,17.95
устанавливаться,B1,v,2826,17.84
нетерпение,B1,n,2824,17.83
экономия,B1,n,2823,17.82
завидовать,B1,v,2819,17.80
козел,B1,n,2793,17.63
кисть,B1,n,2786,17.59
континент,B1,n,2760,17.42
уличный,B1,adj,2741,17.30
бедность,B1,n,2728,17.22
украшать,B1,v,2727,17.22
микрофон,B1,n,2724,17.20
пластиковый,B1,adj,2721,17.18
корзина,B1,n,2718,17.16
инструктор,B1,n,2716,17.15
стресс,B1,n,2711,17.11
изложение,B1,n,2705,17.08
клавиша,B1,n,2705,17.08
галстук,B1,n,2691,16.99
обманывать,B1,v,2691,16.99
обижаться,B1,v,2685,16.95
возражение,B1,n,2671,16.86
шагать,B1,v,2667,16.84
химия,B1,n,2657,16.77
тысячелетие,B1,n,2656,16.77
входной,B1,adj,2655,16.76
заменять,B1,v,2653,16.75
оплачивать,B1,v,2631,16.61
спинка,B1,n,2630,16.60
географический,B1,adj,2624,16.57
долгое время,B1,mwe,2623,16.56
аллах,B1,n prop,2621,16.55
колледж,B1,n,2619,16.53
родительский,B1,adj,2619,16.53
дружеский,B1,adj,2602,16.43
нисколько,B1,adv,2598,16.40
гром,B1,n,2592,16.36
грамотный,B1,adj,2581,16.29
приближение,B1,n,2576,16.26
необыкновенный,B1,adj,2573,16.24
собачий,B1,adj,2566,16.20
съездить,B1,v,2562,16.17
успокаивать,B1,v,2554,16.12
придумывать,B1,v,2550,16.10
уютный,B1,adj,2539,16.03
соотечественник,B1,n,2525,15.94
заложник,B1,n,2524,15.93
двигать,B1,v,2522,15.92
выдача,B1,n,2520,15.91
избранный,B1,adj,2520,15.91
композитор,B1,n,2518,15.90
интимный,B1,adj,2516,15.88
отрывок,B1,n,2511,15.85
отставать,B1,v,2508,15.83
колонка,B1,n,2502,15.80
печка,B1,n,2502,15.80
глупо,B1,adv,2500,15.78
тигр,B1,n,2494,15.74
фотограф,B1,n,2494,15.74
обходить,B1,v,2492,15.73
юбилей,B1,n,2483,15.68
справочник,B1,n,2476,15.63
витрина,B1,n,2475,15.63
обидно,B1,adv,2451,15.47
сердиться,B1,v,2421,15.28
шуметь,B1,v,2420,15.28
назначать,B1,v,2415,15.25
энергичный,B1,adj,2415,15.25
клавиатура,B1,n,2412,15.23
удивлять,B1,v,2409,15.21
обложка,B1,n,2403,15.17
меньшинство,B1,n,2399,15.15
останавливать,B1,v,2380,15.03
ссора,B1,n,2380,15.03
платный,B1,adj,2371,14.97
любоваться,B1,v,2369,14.96
тряпка,B1,n,2360,14.90
запланировать,B1,v,2354,14.86
выигрывать,B1,v,2353,14.85
треугольник,B1,n,2349,14.83
детектив,B1,n,2348,14.82
напугать,B1,v,2340,14.77
презерватив,B1,n,2338,14.76
чеченец,B1,n,2337,14.75
добровольный,B1,adj,2335,14.74
поверх,B1,adpos,2328,14.70
наименование,B1,n,2323,14.67
побеждать,B1,v,2320,14.65
увлекаться,B1,v,2317,14.63
исламский,B1,adj,2316,14.62
теряться,B1,v,2314,14.61
смелость,B1,n,2309,14.58
тройка,B1,n,2292,14.47
лить,B1,v,2291,14.46
дизайнер,B1,n,2290,14.46
дырка,B1,n,2289,14.45
туристический,B1,adj,2281,14.40
кпрф,B1,n,2277,14.38
электроэнергия,B1,n,2267,14.31
портить,B1,v,2266,14.31
договариваться,B1,v,2263,14.29
олимпийский,B1,adj,2256,14.24
сочувствие,B1,n,2249,14.20
шумный,B1,adj,2246,14.18
уговаривать,B1,v,2243,14.16
ревность,B1,n,2242,14.15
прилавок,B1,n,2238,14.13
доброта,B1,n,2235,14.11
закрытие,B1,n,2230,14.08
кипеть,B1,v,2225,14.05
докладывать,B1,v,2220,14.02
удостоверение,B1,n,2214,13.98
веко,B1,n,2209,13.95
классика,B1,n,2204,13.91
полюс,B1,n,2198,13.88
футбольный,B1,adj,2196,13.86
жидкий,B1,adj,2194,13.85
насекомое,B1,n,2191,13.83
разноцветный,B1,adj,2181,13.77
будда,B1,n prop,2177,13.74
октябрьский,B1,adj,2177,13.74
сказочный,B1,adj,2176,13.74
проработать,B1,v,2164,13.66
тормоз,B1,n,2164,13.66
энциклопедия,B1,n,2163,13.66
увезти,B1,v,2160,13.64
разрешаться,B1,v,2158,13.62
принтер,B1,n,2151,13.58
ухаживать,B1,v,2147,13.55
белок,B1,n,2138,13.50
табак,B1,n,2136,13.48
усиливать,B1,v,2136,13.48
увести,B1,v,2128,13.43
усиливаться,B1,v,2128,13.43
отметка,B1,n,2113,13.34
нажимать,B1,v,2111,13.33
завтрашний,B1,adj,2108,13.31
мусульманский,B1,adj,2103,13.28
известность,B1,n,2099,13.25
телеканал,B1,n,2095,13.23
багаж,B1,n,2084,13.16
толщина,B1,n,2084,13.16
трижды,B1,adv,2084,13.16
жевать,B1,v,2076,13.11
рекорд,B1,n,2069,13.06
лысый,B1,adj,2065,13.04
хакер,B1,n,2042,12.89
запасной,B1,adj,2040,12.88
география,B1,n,2027,12.80
сборная,B1,n,2023,12.77
заинтересоваться,B1,v,2001,12.63
теракт,B1,n,2000,12.63
прохладный,B1,adj,1997,12.61
переезд,B1,n,1990,12.56
хвалить,B1,v,1987,12.54
биология,B1,n,1984,12.53
документальный,B1,adj,1975,12.47
подсказывать,B1,v,1969,12.43
комфорт,B1,n,1968,12.42
факс,B1,n,1968,12.42
перенос,B1,n,1967,12.42
складывать,B1,v,1963,12.39
бокс,B1,n,1956,12.35
ненадолго,B1,adv,1944,12.27
гимн,B1,n,1933,12.20
патриот,B1,n,1933,12.20
присниться,B1,v,1932,12.20
уборка,B1,n,1930,12.18
шить,B1,v,1929,12.18
десятка,B1,n,1925,12.15
промолчать,B1,v,1924,12.15
шелковый,B1,adj,1924,12.15
наружный,B1,adj,1920,12.12
добираться,B1,v,1917,12.10
тормозить,B1,v,1916,12.10
аккуратный,B1,adj,1901,12.00
проигрывать,B1,v,1901,12.00
целоваться,B1,V,1895,11.96
скульптура,B1,n,1882,11.88
отказывать,B1,v,1877,11.85
скамья,B1,n,1876,11.84
читаться,B1,v,1876,11.84
террористический,B1,adj,1875,11.84
пуговица,B1,n,1872,11.82
ленивый,B1,adj,1870,11.81
оптимизм,B1,n,1870,11.81
укол,B1,n,1851,11.69
вешать,B1,v,1849,11.67
раздавать,B1,v,1848,11.67
лыжа,B1,n,1841,11.62
пополам,B1,adv,1841,11.62
правильность,B1,n,1837,11.60
обучаться,B1,v,1836,11.59
антенна,B1,n,1835,11.58
венера,B1,n prop,1835,11.58
племянник,B1,n,1832,11.57
взлет,B1,n,1829,11.55
приветствие,B1,n,1829,11.55
воспитатель,B1,n,1828,11.54
пропуск,B1,n,1828,11.54
гид,B1,n,1817,11.47
указатель,B1,n,1817,11.47
неудобно,B1,adv,1816,11.46
классик,B1,n,1814,11.45
контейнер,B1,n,1803,11.38
теща,B1,n,1803,11.38
алкогольный,B1,adj,1802,11.38
догонять,B1,v,1801,11.37
праздновать,B1,v,1797,11.34
испуг,B1,n,1796,11.34
прическа,B1,n,1794,11.33
выпадать,B1,v,1788,11.29
комар,B1,n,1780,11.24
арена,B1,n,1779,11.23
каблук,B1,n,1776,11.21
казино,B1,n,1747,11.03
догадка,B1,n,1745,11.02
экономить,B1,v,1745,11.02
няня,B1,n,1731,10.93
умеренный,B1,adj,1731,10.93
несправедливый,B1,adj,1717,10.84
суша,B1,n,1713,10.81
комплимент,B1,n,1711,10.80
град,B1,n,1710,10.80
разбивать,B1,v,1695,10.70
весы,B1,n,1694,10.69
ректор,B1,n,1690,10.67
модем,B1,n,1688,10.66
немедленный,B1,adj,1686,10.64
тесто,B1,n,1675,10.57
поперек,B1,adpos,1670,10.54
пятерка,B1,n,1665,10.51
курение,B1,n,1653,10.44
корона,B1,n,1648,10.40
коза,B1,n,1646,10.39
аккумулятор,B1,n,1645,10.39
почерк,B1,n,1643,10.37
перелом,B1,n,1642,10.37
отрывать,B1,v,1640,10.35
унитаз,B1,n,1635,10.32
ресница,B1,n,1632,10.30
несовершеннолетний,B1,n,1628,10.28
неважный,B1,adv,1627,10.27
пятка,B1,n,1618,10.21
чат,B1,n,1618,10.21
самостоятельность,B1,n,1617,10.21
развитой,B1,adj,1616,10.20
провайдер,B1,n,1613,10.18
ненормальный,B1,adj,1608,10.15
цент,B1,n,1605,10.13
патриотизм,B1,n,1604,10.13
дворянин,B1,n,1601,10.11
прекращать,B1,v,1601,10.11
загрязнение,B1,n,1598,10.09
зять,B1,n,1587,10.02
непонимание,B1,n,1586,10.01
пк,B1,n,1586,10.01
греметь,B1,v,1579,9.97
празднование,B1,n,1552,9.80
сухо,B1,adv,1551,9.79
повышаться,B1,v,1533,9.68
прекращаться,B1,v,1524,9.62
безработный,B1,n,1520,9.60
добавка,B1,n,1508,9.52
ваза,B1,n,1507,9.51
жадный,B1,adj,1506,9.51
профессионализм,B1,n,1504,9.49
быстрота,B1,n,1500,9.47
блог,B1,n,1490,9.41
измерять,B1,v,1488,9.39
отходы,B1,n,1488,9.39
подданный,B1,n,1473,9.30
зажигать,B1,v,1472,9.29
иудей,B1,n,1463,9.24
пословица,B1,n,1462,9.23
стипендия,B1,n,1459,9.21
боксер,B1,n,1457,9.20
парта,B1,n,1450,9.15
отопление,B1,n,1449,9.15
радуга,B1,n,1447,9.14
полезность,B1,n,1444,9.12
вакансия,B1,n,1439,9.08
взлетать,B1,v,1429,9.02
сладко,B1,adv,1426,9.00
одноклассник,B1,n,1425,9.00
улучшать,B1,v,1413,8.92
сокращать,B1,v,1412,8.91
налогоплательщик,B1,n,1402,8.85
четверка,B1,n,1400,8.84
разрезать,B1,v,1395,8.81
миска,B1,n,1391,8.78
шишка,B1,n,1383,8.73
вступительный,B1,adj,1378,8.70
мэрия,B1,n,1375,8.68
пожимать,B1,v,1372,8.66
болельщик,B1,n,1365,8.62
чулок,B1,n,1364,8.61
оформлять,B1,v,1359,8.58
двойка,B1,n,1352,8.54
дк,B1,n,1351,8.53
скатерть,B1,n,1348,8.51
кондиционер,B1,n,1328,8.38
клей,B1,n,1325,8.36
указательный,B1,adj,1323,8.35
самочувствие,B1,n,1321,8.34
послушный,B1,adj,1320,8.33
восход,B1,n,1314,8.30
герб,B1,n,1312,8.28
поговорка,B1,n,1309,8.26
синяк,B1,n,1304,8.23
позвоночник,B1,n,1303,8.23
вражда,B1,n,1300,8.21
вертеть,B1,v,1291,8.15
жадность,B1,n,1291,8.15
угощать,B1,v,1281,8.09
дежурить,B1,v,1277,8.06
сугроб,B1,n,1272,8.03
прошлогодний,B1,adj,1270,8.02
соус,B1,n,1269,8.01
рифма,B1,n,1267,8.00
шелк,B1,n,1245,7.86
греть,B1,v,1238,7.82
незнание,B1,n,1237,7.81
рекламировать,B1,v,1237,7.81
спасаться,B1,v,1234,7.79
штора,B1,n,1233,7.78
восклицать,B1,v,1232,7.78
таксист,B1,n,1227,7.75
ливень,B1,n,1217,7.68
гороскоп,B1,n,1214,7.66
наличные,B1,n,1190,7.51
пригород,B1,n,1182,7.46
ревновать,B1,v,1180,7.45
записываться,B1,v,1179,7.44
очищать,B1,v,1175,7.42
синоним,B1,n,1173,7.41
беспокойный,B1,adj,1168,7.37
отменять,B1,v,1165,7.35
арбуз,B1,n,1150,7.26
воспаление,B1,n,1148,7.25
видеокамера,B1,n,1146,7.23
равно,B1,adj,1145,7.23
технически,B1,adv,1130,7.13
мечеть,B1,n,1126,7.11
клоун,B1,n,1123,7.09
тошнота,B1,n,1118,7.06
шашлык,B1,n,1112,7.02
чинить,B1,v,1104,6.97
йога,B1,n,1102,6.96
вдох,B1,n,1098,6.93
лаять,B1,v,1094,6.91
этикетка,B1,n,1087,6.86
вдыхать,B1,v,1076,6.79
понижение,B1,n,1074,6.78
голодать,B1,v,1072,6.77
избрание,B1,n,1070,6.76
чей-то,B1,pron,1068,6.74
восьмерка,B1,n,1056,6.67
застраховать,B1,v,1054,6.65
выбегать,B1,v,1050,6.63
избирать,B1,v,1046,6.60
вытягивать,B1,v,1041,6.57
наименьший,B1,adj,1037,6.55
пластик,B1,n,1032,6.52
влюбляться,B1,v,1031,6.51
свекровь,B1,n,1027,6.48
рабочий день,B1,mwe,1024,6.46
наклоняться,B1,v,1017,6.42
клип,B1,n,1016,6.41
буддизм,B1,n,1013,6.40
взрываться,B1,v,1012,6.39
экстренный,B1,adj,1000,6.31
квитанция,B1,n,999,6.31
произношение,B1,n,985,6.22
тошнить,B1,v,985,6.22
цыпленок,B1,n,985,6.22
успокаиваться,B1,v,984,6.21
авиакомпания,B1,n,983,6.21
гардероб,B1,n,983,6.21
тренировать,B1,v,982,6.20
ножницы,B1,n,967,6.10
профилактический,B1,adj,964,6.09
котлета,B1,n,962,6.07
разговорный,B1,adj,956,6.04
смешивать,B1,v,947,5.98
расслабляться,B1,v,936,5.91
шестерка,B1,n,935,5.90
терпеливый,B1,adj,930,5.87
ремонтировать,B1,v,925,5.84
голодовка,B1,n,924,5.83
средства массовой информации,B1,mwe,917,5.79
сигнализация,B1,n,902,5.69
транзит,B1,n,902,5.69
надоедать,B1,v,901,5.69
тесть,B1,n,895,5.65
удовлетворительный,B1,adj,895,5.65
стирка,B1,n,894,5.64
продление,B1,n,885,5.59
разворачивать,B1,v,885,5.59
наушники,B1,n,884,5.58
невестка,B1,n,879,5.55
онлайн,B1,adj,872,5.51
практиковаться,B1,v,846,5.34
